2.214302E-02 2.452194E-03 1.096090E-01
4.742986E-02 4.971717E-03 2.369246E-01
8.953803E-02 9.079860E-03 4.508369E-01
1.446214E-01 1.429377E-02 7.378822E-01
2.035729E-01 2.027369E-02 1.051821E+00
2.488523E-01 2.612106E-02 1.305008E+00
2.918246E-01 3.319038E-02 1.552826E+00
3.227087E-01 4.157940E-02 1.748280E+00
3.482554E-01 5.033657E-02 1.917479E+00
3.418483E-01 5.743393E-02 1.918437E+00
3.224637E-01 6.472352E-02 1.848545E+00
2.826646E-01 7.238339E-02 1.664439E+00
2.485254E-01 8.514816E-02 1.522157E+00
2.219781E-01 1.060145E-01 1.428440E+00
1.806905E-01 1.298957E-01 1.250610E+00
1.291920E-01 1.535066E-01 9.991789E-01
8.182895E-02 1.788048E-01 7.552379E-01
4.600865E-02 2.064828E-01 5.617313E-01
2.083981E-02 2.379160E-01 4.099313E-01
7.097731E-03 2.850680E-01 3.105939E-01
2.461588E-03 3.483536E-01 2.376753E-01
3.649178E-03 4.277595E-01 1.720018E-01
1.556989E-02 5.204972E-01 1.176796E-01
4.315171E-02 6.206256E-01 8.283548E-02
7.962917E-02 7.180890E-01 5.650407E-02
1.268468E-01 7.946448E-01 3.751912E-02
1.818026E-01 8.575799E-01 2.438164E-02
2.405015E-01 9.071347E-01 1.566174E-02
3.098117E-01 9.544675E-01 9.846470E-03
3.804244E-01 9.814106E-01 6.131421E-03
4.494206E-01 9.890228E-01 3.790291E-03
5.280233E-01 9.994608E-01 2.327186E-03
6.133784E-01 9.967737E-01 1.432128E-03
7.016774E-01 9.902549E-01 8.822531E-04
7.967750E-01 9.732611E-01 5.452416E-04
8.853376E-01 9.424569E-01 3.386739E-04
9.638388E-01 8.963613E-01 2.117772E-04
1.051011E+00 8.587203E-01 1.335031E-04
1.109767E+00 8.115868E-01 8.494468E-05
1.143620E+00 7.544785E-01 5.460706E-05
1.151033E+00 6.918553E-01 3.549661E-05
1.134757E+00 6.270066E-01 2.334738E-05
1.083928E+00 5.583746E-01 1.554631E-05
1.007344E+00 4.895950E-01 1.048387E-05
9.142877E-01 4.229897E-01 0.000000E+00
8.135565E-01 3.609245E-01 0.000000E+00
6.924717E-01 2.980865E-01 0.000000E+00
5.755410E-01 2.416902E-01 0.000000E+00
4.731224E-01 1.943124E-01 0.000000E+00
3.844986E-01 1.547397E-01 0.000000E+00
2.997374E-01 1.193120E-01 0.000000E+00
2.277792E-01 8.979594E-02 0.000000E+00
1.707914E-01 6.671045E-02 0.000000E+00
1.263808E-01 4.899699E-02 0.000000E+00
9.224597E-02 3.559982E-02 0.000000E+00
6.639960E-02 2.554223E-02 0.000000E+00
4.710606E-02 1.807939E-02 0.000000E+00
3.292138E-02 1.261573E-02 0.000000E+00
2.262306E-02 8.661284E-03 0.000000E+00
1.575417E-02 6.027677E-03 0.000000E+00
